False, 0.44803430000320077, incongruent
True, 0.8042469000210986, incongruent
False, 0.8491398000041954, incongruent
True, 0.5180356000200845, congruent
True, 0.8665883999783546, congruent
True, 0.528818599996157, congruent
True, 0.867189199954737, incongruent
True, 1.3361702000256628, incongruent
True, 1.2130978000350296, incongruent
True, 0.7593869999982417, incongruent
True, 0.8415872999466956, incongruent
True, 0.8193419000017457, congruent
True, 0.5570671000168659, congruent
True, 0.668145600007847, incongruent
True, 0.948135300015565, incongruent
True, 1.148711199988611, congruent
True, 0.5303399999975227, incongruent
True, 1.098667000012938, congruent
True, 0.8362153999623843, incongruent
False, 0.36737280001398176, congruent
True, 0.5793324999976903, congruent
True, 0.5093221999704838, incongruent
True, 0.6936286999844015, congruent
False, 0.66326909995405, incongruent
True, 2.0766806000028737, incongruent
True, 0.9088319999864325, congruent
True, 0.8383949000271969, incongruent
True, 0.9197393000358716, congruent
True, 0.9791516999830492, incongruent
True, 1.0485998000367545, incongruent
True, 0.8895965000265278, congruent
True, 0.4615046000108123, congruent
True, 0.6240182999754325, congruent
True, 0.7024733999860473, incongruent
True, 0.6948843999998644, incongruent
True, 0.5449427000130527, congruent
True, 0.7198461000225507, congruent
True, 0.5896570999757387, congruent
True, 0.828942799998913, incongruent
True, 0.7465171999647282, congruent
