True, 0.5963734000106342, congruent
True, 0.2903468000004068, congruent
False, 0.14864470000611618, incongruent
True, 0.2818173999839928, congruent
True, 0.2684344000008423, congruent
True, 0.10809850000077859, congruent
True, 0.051113300025463104, congruent
True, 0.008520200004568323, congruent
True, 0.2729285999957938, congruent
False, 0.25148210002225824, incongruent
False, 0.16461969999363646, incongruent
False, 0.10874359999434091, incongruent
False, 0.09991620000801049, incongruent
False, 0.08552210000925697, incongruent
False, 0.3005739999935031, incongruent
True, 0.13601610000478104, congruent
True, 0.11434689999441616, congruent
True, 0.07755759998690337, congruent
True, 0.07784709997940809, congruent
True, 0.03351579999434762, congruent
True, 0.4402449999761302, incongruent
True, 0.0707371000025887, incongruent
False, 0.10916630001156591, congruent
True, 0.42899430001853034, congruent
True, 0.13863729999866337, congruent
True, 0.11979190001147799, congruent
True, 0.16311560000758618, congruent
True, 0.11036940000485629, congruent
False, 0.13477239999338053, incongruent
False, 0.028860799997346476, incongruent
True, 0.035354999999981374, congruent
False, 0.20371780000277795, incongruent
False, 0.0002693000133149326, incongruent
False, 0.08322139998199418, incongruent
True, 0.0856523999827914, congruent
False, 0.08391779998783022, incongruent
False, 0.006169200001750141, incongruent
False, 0.032917400007136166, incongruent
True, 0.01350619998993352, congruent
True, 0.1071698000014294, congruent
